PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
59,471.2699726,471.2685195,471.2710734,866.6285719,866.2778642,867.1509277,27,9,9,4,5,0,2261477.275,2527925.69,2518130.919,1537374.696,1634980.776,3586693.885,3627524.472,3131752.853,4835777.232,NA,1695638.63,NA,99001.07711,446917.446,1133155.109,479061.8607,410551.2997,1472829.467,290251.6912,795678.9984,5270940.763,638811.888,NA,NA,1639243.644,NA,1645900.887,NA,NA,870742.7184,NA,NA,NA,NA,NA
60,504.0957267,504.0942892,504.0968559,496.5065906,495.8530975,497.2045198,34,10,10,4,10,0,213289.7021,159349.8192,147950.2483,122858.2871,133326.497,113984.4091,72767.61409,234648.6773,171122.9854,137639.5836,115772.5616,127567.04,88949.48038,84221.002,57280.08,101358.2736,43130.07026,69117.19833,78890.56752,72285.75909,76812.73861,77011.14508,124316.9273,64047.2976,81510.66783,50307.23661,97013.20617,84727.47273,79175.47727,92012.79857,NA,NA,NA,NA,NA
61,246.093968,246.0925952,246.1348564,619.5625812,619.2653038,621.2742701,13,2,6,3,1,0,NA,NA,2144.105333,NA,NA,NA,1930.655667,NA,NA,NA,NA,1359.532,1690.6032,NA,NA,3593.8275,1528.6128,3667.4352,NA,1932.012,1724.9232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,369.2745925,369.2737303,369.2756542,698.281012,695.5509183,702.2994083,54,10,3,4,10,0,586337.1938,1233039.922,621093.1308,532150.1328,492588.7894,589074.6576,536660.4672,647676.9529,1299525.218,2009574.902,NA,NA,NA,NA,NA,NA,NA,225407.5824,86496.696,268641.9729,3323436.145,251493.291,982462.628,1174358.119,621925.7602,516039.6384,820611.0183,57653.498,1000993.594,150646.2714,NA,NA,NA,NA,NA
63,125.0957497,125.0953476,125.0961907,436.8361062,436.4622269,437.2283691,39,10,10,4,10,5,264898.2336,188363.9472,191861.2864,230480.0784,338609.3417,309663.8688,296574.2208,231916.7136,245569.7614,214926.9408,313328.5584,232290.8016,299942.8044,344802.744,346044.607,258693.1776,287569.4439,286946.7744,254418.9623,282343.776,337792.2913,317969.4789,286234.2912,264443.8368,300369.3264,430744.7268,360471.189,240846.4479,265044.1946,248732.1408,240698.7509,267164.7264,557677.848,327686.3933,265375.968
64,155.1034785,155.0689917,155.1049113,931.5291271,922.6260075,939.1990636,16,2,7,2,2,2,26639.8704,NA,NA,NA,14218.76767,NA,NA,NA,NA,NA,22491.35222,NA,19611.54489,14914.02333,NA,31900.44622,23197.995,15725.232,NA,18976.03333,NA,NA,621.8784,NA,19428.724,NA,NA,NA,NA,NA,3776.666667,15261.5815,NA,NA,NA
65,523.2053383,523.2043269,523.2065167,569.0217249,568.3387978,570.1123843,26,7,5,4,10,0,64473.56818,119912.7072,NA,19715.661,NA,NA,34818.02147,83903.15,71134.46276,73566.9792,NA,25961.70455,NA,NA,NA,36683.07478,23134.924,40571.90179,48858.79545,NA,62815.896,51312.37287,66036.92727,44901.56113,94193.52708,52388.76364,93053.09913,51392.8272,58176.90078,88947.92273,NA,NA,NA,NA,NA
66,302.1962829,302.1957673,302.2069093,291.8312411,286.6126169,292.6839792,41,10,10,4,10,5,1153188.237,553473.1488,1416961.603,2005700.577,1428060.691,1191203.27,407116.8816,1317285.341,1722638.174,1976188.843,2016965.122,2110292.63,1376396.773,2360648.008,3628330.992,2106564.491,2300505.979,2882121.528,1365251.861,2297405.51,2143507.646,1639762.925,1965966.288,1648414.31,1826437.642,2583495.159,1982356.232,2517291.723,1467935.726,1964817.941,3318023.28,2472787.574,1927059.883,1363768.349,1477031.899
67,443.2123151,443.2096618,443.214079,561.4879627,558.1897151,562.8956193,38,10,10,4,10,3,571174.1725,1962349.424,787729.25,210817.464,318062.0695,616946.1909,322019.7421,1442287.163,493338.8602,840164.551,370568.4136,594320.9,1399636.403,608676.1955,522008.7026,1132539.123,388513.2062,706875.6136,1223265.388,1371671.737,460928.8727,363903.8227,1068741.027,413251.9955,1703470.123,410028.0887,575717.1242,538925.8636,300312.9445,622542.1136,NA,2415.962353,1766.499429,NA,1082.4528
68,454.3524399,454.3477632,454.3539249,1043.362341,1039.397622,1043.8758,26,5,8,2,8,3,NA,702793.8963,NA,866562.1748,1548847.924,2219855.482,NA,NA,796345.6094,NA,847704.7683,NA,578463.5567,597724.7692,1871221.217,1781572.535,1160240.801,1127269.442,746251.578,NA,1207787.491,1431994.732,1376681.03,1016667.817,NA,2985003.525,15337.491,NA,942080.2565,1160477.591,689137.005,NA,771031.8033,NA,166887.7978
69,226.1799546,226.1792794,226.1805726,843.4807233,843.1570643,843.9016033,39,10,10,4,10,5,588939.9699,600568.8682,702251.2375,1001652.834,1150331.527,975270.7511,598201.1421,527203.879,592389.2524,571434.107,1433949.219,1065239.28,1620471.396,1150367.751,1804187.082,1500021.307,1168930.651,1390080.545,1493268.853,2174118.802,1067737.003,1044882.203,1301110.24,1043405.869,785354.7057,1668674.112,929235.6889,1508979.961,1151467.39,930754.2279,1871437.85,1492875.205,2661951.29,1633932.059,1393724.425
70,280.2627807,280.2623225,280.2631481,1064.261599,1063.16,1071.116417,13,5,3,1,3,0,NA,45302.05909,37025.44771,77656.54336,NA,NA,61667.02727,NA,NA,45550.8768,60634.73636,NA,41863.536,NA,NA,NA,NA,NA,NA,75520.91035,94385.58255,NA,90441.45,NA,NA,601656.5585,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,121.0493087,121.0489276,121.0497206,787.3969385,779.1057487,787.8378302,8,2,0,2,2,0,NA,70047.12,NA,NA,NA,NA,NA,NA,NA,84409.3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70558.08229,NA,2228.524333,NA,NA,NA,NA,NA,NA
72,98.98398773,98.98377957,98.98431706,1055.846118,1055.656782,1056.088578,38,9,10,4,10,5,208870.0568,192311.5687,256925.1273,156650.1455,276844.207,270841.8364,234851.7537,NA,289175.1554,325538.2057,225707.5417,255532.7648,176898.3216,240685.3143,245801.2556,347215.4141,313393.9672,259586.8455,302242.3613,296515.9878,236564.6463,351941.8773,312386.0545,241172.3309,260417.5239,220719.3093,264552.6864,347480.8377,255261.679,230243.745,365646.8287,306737.9682,323784.4226,299087.872,405538.8052
73,156.1016445,156.1011183,156.1022095,422.4023872,421.8980722,422.7452714,39,10,10,4,10,5,384978.4224,443117.1888,385575.5904,313688.9184,320000.5858,382030.6872,378782.5623,268885.5312,258928.6128,244635.3324,327037.3392,292844.7067,658944,344517.2016,292766.0736,267241.728,318889.7712,260326.9529,346916.856,331711.5406,396428.2608,443469.312,342251.3952,525664.0611,3584098.003,1185261.106,411867.456,821217.1968,470877.264,564432.8744,759700.656,981084.5616,2577003.583,720842.1792,1795384.906
74,149.0229611,149.0225121,149.0233062,507.2387577,507.0265752,507.737266,18,6,8,4,0,0,689371.004,NA,248191.1563,NA,325325.9748,132425.444,NA,178666.0213,197883.6288,NA,235480.7155,577553.4336,NA,576727.008,301951.5745,505577.5296,168718.1432,318890.8604,NA,168169.3728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,365.2894129,365.2818376,365.2905036,1018.932639,1014.252555,1028.940172,34,9,9,4,8,0,4681822.998,2378753.272,1256957.645,1715020.413,NA,1662265.862,670501.2232,3876842.094,2760167.467,1377463.59,NA,2132577.533,460721.976,621073.2825,500844.9308,1704748.531,439331.6707,638548.9968,1604806.632,156745.4702,1076595.701,1235008.753,NA,1157953.368,771714.3171,NA,2665900.723,549347.1674,1048589.256,2091605.436,NA,NA,NA,NA,NA
76,172.1328948,172.1154981,172.1334665,968.6244886,961.7605481,968.9517569,40,10,10,4,10,5,552381.6203,419292.2125,423359.9296,904318.7927,860001.8767,661363.4386,671588.0074,441056.3137,547738.6117,518808.949,788717.2907,852227.1141,821451.9639,887346.1597,1013963.717,627029.329,1026341.499,736896.6628,723983.7091,589593.9363,1052226.955,1334295.864,642637.7648,882221.2004,725220.5079,1250595.567,923002.1746,1079071.934,840190.474,682866.6699,1335643.788,1056265.517,2544393.657,1680533.634,1365128.306
77,103.0540861,103.0396665,103.0759255,590.085756,583.7449298,592.4817489,14,6,3,1,4,0,NA,NA,43626.2112,NA,39738.39545,25683.0288,18511.5216,NA,23076.23182,27306.97981,NA,68650.77727,NA,NA,NA,NA,NA,14840.24257,2153.9232,NA,NA,15138.552,1563.6192,NA,20399.06956,NA,NA,NA,NA,1096.1808,NA,NA,NA,NA,NA
78,123.1163839,123.1161654,123.1165359,905.2595438,899.5318982,905.4494139,5,1,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,29747.05933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58567.00043,NA,NA,NA,21583.74825,35832.8256,NA,73368.84936,NA
79,619.1807611,619.1788748,619.2126886,959.2464506,949.9177541,966.6019042,32,10,9,4,3,1,4341827.379,475624.3131,610039.276,1198839.47,992745.1248,840343.459,499014.4015,1324970.962,623920.6221,300286.4157,856988.2464,2125208.342,189203.4836,1151440.118,872221.8884,2339961.283,427613.1414,1370459.459,NA,832666.3488,NA,58105.614,417.977,NA,105677.5302,NA,NA,NA,NA,NA,NA,NA,484.5984,NA,NA
80,387.1801288,387.1789547,387.1810135,938.9520803,938.7722552,939.2269685,39,10,10,4,10,5,1048284.43,748633.4733,783802.2753,1296343.179,1172824.559,1262550.886,1144138.882,1140382.448,1537335.147,1195951.619,1563541.162,1525826.068,1524986.682,1170606.746,1618928.809,1321096.266,1707454.576,1399167.022,1704235.223,1289723.376,1269561.946,1710439.44,1948403.56,1627620.969,1388045.013,1799049.348,1746079.26,1945792.992,1196743.434,2569716.419,2852055.421,2614239.514,2024247.826,1925297.16,2226998.03
81,212.1642898,212.1637529,212.1647341,790.8768514,790.4148977,791.5064805,39,10,10,4,10,5,743968.5857,571872.9447,566498.847,857704.3952,984430.549,870961.118,842474.853,581358.5366,678307.3513,675592.5622,1140992.791,907819.277,1070766.84,1051624.654,1233816.798,1201537.368,1083259.32,933640.5097,956752.261,1382110.941,1089351.698,1128007.042,899215.4432,922491.1459,1014740.741,1456581.898,972264.6043,986896.2489,928973.6649,827484.6467,1145212.075,984007.1212,2544248.678,1219373.905,1067549.521
82,277.2158751,277.2143673,277.2171635,1132.990347,1119.677072,1140.90909,91,8,9,4,10,5,1849662.018,580977.1968,NA,814488.4176,1412518.45,1256438.04,NA,912420.5376,1166103.682,902903.6016,1655291.046,972649.5558,1181747.02,1310946.437,1011844.863,1367039.292,1084855.886,1665956.624,712428.9744,NA,1086566.395,1344969.281,1084460.923,1095435.686,1242381.254,1616560.691,1822126.164,894212.4048,1216839.411,1309471.528,385292.5392,418522.5501,2352795.518,527925.3408,530982.7024
83,547.3322363,547.3310544,547.3334229,599.7628713,598.3496888,600.353895,30,10,5,4,10,0,657750.5091,557199.2733,524856.272,449324.9904,446169.4605,428288.9338,257898.3529,2343310.213,1039477.296,642566.795,247957.1782,310097.6035,NA,NA,NA,236861.7742,NA,NA,204284.5348,358498.951,241048.85,213744.1037,540879.8593,211198.1486,299893.35,233110.5321,400837.6944,325771.5182,268466.1467,328187.9926,NA,NA,NA,NA,NA
84,157.1219006,157.1214076,157.1224767,1081.089366,1080.061863,1081.750792,15,1,7,1,6,0,NA,NA,NA,NA,NA,NA,78835.59047,NA,NA,NA,88163.49358,84633.8185,70535.62961,147730.8117,59108.84641,NA,55635.93778,NA,105547.728,NA,101626.9958,84116.21578,112764.5376,NA,88471.43663,85583.72085,NA,94067.43392,NA,NA,NA,NA,NA,NA,NA
85,163.038673,163.0172076,163.039175,754.2560137,752.1175666,754.499615,34,10,10,4,9,1,2037775.546,329960.2009,644329.2207,1645808.6,891393.2985,618517.1683,380354.4197,424159.7296,271013.6693,245138.6308,1806937.951,370273.4782,1165550.223,1791308.611,1556014.133,1387117.455,820702.661,3091874.075,264957.31,384436.0444,198057.2762,204798.71,214524.3568,664388.9844,403834.5802,540013.5572,270390.8028,NA,159235.2042,113778.7963,284.1696,NA,NA,NA,NA
86,170.117417,170.116988,170.1178446,391.0850399,390.6424532,391.5202797,39,10,10,4,10,5,1357776.077,987616.344,957939.84,1269667.714,1550895.994,1443542.443,1391059.613,1149877.872,1175585.611,1164696.562,1587784.598,1315967.145,1469430.019,1709716.46,1704182.251,1549808.832,1562661.176,1446182.338,1290576.83,1459026.254,1673232.475,1724744.736,1435020.787,1342461.806,1562452.32,2083123.099,1500976.277,1347052.896,1347670.21,1165385.021,1428978.408,1171548.893,2967408.101,1459703.045,1378326.893
87,219.1355487,219.1351388,219.1357864,813.9827161,813.6973313,814.6753568,4,1,0,2,1,0,NA,NA,NA,NA,7117.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4398.4512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,439.1597443,439.1585193,439.1608507,765.9516335,759.3914221,772.6026094,42,10,10,4,5,0,4004432.274,694421.2189,1446670.719,730084.5552,1035838.69,934494.4752,571699.7365,1617823.609,1245990.088,1069061.567,1133569.694,2905696.982,929476.4943,1335790.685,1168250.741,1959833.99,647837.9164,778754.4336,2019640.947,1170173.135,235220.3568,NA,374318.8585,915548.4624,229982.2338,NA,NA,NA,NA,284894.4384,NA,NA,NA,NA,NA
89,619.3531351,619.3519062,619.3542853,643.7046332,643.2623816,644.2531884,25,8,7,2,8,0,NA,NA,704907.8153,377174.2772,323655.1233,576117.7953,611728.8322,1165401.899,1171187.486,1380024.815,290053.6678,NA,NA,NA,147594.7092,398389.4466,174070.0875,525563.1464,553793.6718,481118.9803,1011164.93,829569.484,NA,742769.2704,989694.2576,NA,2079808.598,538854.0267,1246198.702,1510563.302,NA,NA,NA,NA,NA
90,211.0958194,211.0954318,211.0964883,819.4301911,818.9934853,819.7355465,16,6,2,1,7,0,67624.128,118757.0096,81981.891,68144.46441,NA,NA,NA,73286.95343,89272.76581,NA,NA,NA,57254.6832,NA,NA,NA,NA,45400.20909,NA,NA,NA,81632.71256,72980.73704,69336.71427,NA,77207.95358,132899.4829,90249.75368,90137.39091,NA,NA,NA,NA,NA,NA
91,186.184675,186.1842958,186.1850716,1000.78317,1000.500037,1001.13641,16,6,2,3,2,3,24227.87486,23054.95455,NA,NA,28624.90433,20833.6128,19958.57333,27795.11722,NA,NA,NA,NA,NA,NA,NA,25685.70313,24440.33,NA,NA,NA,NA,NA,NA,NA,14880.4656,NA,31245.43371,NA,NA,NA,NA,25148.9981,18954.82588,NA,20511.6912
92,116.9716763,116.9714149,116.9735268,43.8186084,38.41467327,44.58437805,35,7,8,4,8,5,NA,NA,NA,1127382.402,260437.0931,1184003.621,753261.2483,2346665.94,1488359.558,1012438.962,63814.587,1111049.077,1171476.176,184789.6818,372166.1933,669828.2448,472646.567,NA,NA,69046.12273,NA,1387625.988,178165.416,262107.1727,1508971.735,409070.6682,2000912.356,NA,291633.85,170426.256,1034661.63,1424324.717,1688740.981,795592.3985,1423103.096
93,341.1805406,341.1795087,341.1814561,482.1880197,481.8249489,482.7558478,38,10,10,4,10,4,918151.14,2318298.106,1156666.997,288255.9311,688518.1122,843408.9527,316459.6227,2440777.721,709512.869,657924.4003,428429.0217,881455.9226,922954.8106,695556.991,817208.1777,1531045.511,649781.9653,979605.6257,1244230.425,1091283.435,343553.3386,491984.7504,1143880.427,203678.6146,955414.7053,276457.6636,746373.7818,441214.5991,258553.5273,827417.6327,NA,9920.177875,9726.459091,11427.92711,10591.8384
94,151.0729182,151.06985,151.0757801,668.5291156,659.6842276,674.6734474,6,0,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400.605714,NA,NA,NA,1318.354857,NA,NA,NA,NA,NA,NA,NA,1275.118857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,362.2220667,362.2215095,362.2434057,657.9690917,657.277903,663.9369159,34,10,8,4,9,3,835540.4072,734374.4277,477723.8065,621420.2072,592426.6795,646749.6147,435299.8329,2833457.682,1223037.509,868748.0416,NA,NA,618117.6634,763824.5472,885743.1432,815854.3536,574033.9446,831470.1102,496357.671,448967.009,429826.4826,NA,1103426.336,304211.3197,551708.4144,406208.5221,791444.5968,527020.8864,371055.1421,603869.2931,3168.884,1179.9216,5236.238,NA,NA
96,196.136457,196.1356075,196.1371072,841.8192076,841.6537334,842.2066902,5,0,1,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.6048,NA,NA,NA,NA,1660.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525.2656,2111.161333,2188.030667
97,120.0283156,120.0254909,120.0287296,816.2359903,811.0583265,820.9554747,8,0,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.6272,NA,2736.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1555.3824,53130.69038,23731.97471,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,117.090713,117.0904281,117.0908927,1140.24305,1138.835372,1144.789837,8,1,1,0,2,3,NA,NA,NA,279227.4146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161962.944,NA,NA,NA,NA,NA,NA,NA,NA,234953.7134,NA,NA,NA,262291.2864,NA,NA,63636.8304,36404.49267,NA,67494.72051,NA
99,101.0958226,101.0956587,101.0960071,1090.918059,1090.099967,1099.278346,16,3,1,0,5,0,NA,111461.064,NA,NA,NA,NA,NA,92381.44519,NA,75025.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,39157.0608,31355.45763,58983.66396,72302.7425,NA,NA,NA,89264.50274,NA,NA,50509.284,NA,NA,NA,NA,NA
100,149.0231434,149.0228458,149.0235432,803.9703712,803.6630807,804.436113,25,9,8,4,4,0,1169582.613,2208338.327,1167416.282,1117579,771610.5848,NA,385808.0381,1107461.976,742561.4315,468037.3227,405369.3072,232150.776,121301.867,393503.4553,369220.0512,NA,NA,781693.5984,168237.2543,518996.896,299739.6251,NA,528020.5295,NA,NA,451255.2443,NA,NA,171035.8137,NA,NA,NA,NA,NA,NA
101,678.1846718,678.1839861,678.1867448,638.3740874,637.444495,638.6778623,20,5,5,2,8,0,NA,NA,9858.860182,NA,10382.91857,13186.83484,11479.70568,NA,NA,7753.995789,12884.6315,NA,8563.975143,NA,NA,8939.2,6197.220444,11516.64791,NA,NA,17956.224,12239.1984,19324.2192,12498.094,NA,12619.85105,10428.44659,9238.305273,8040.986533,NA,NA,NA,NA,NA,NA
102,276.2005532,276.1965269,276.2022205,1035.421224,1034.421318,1038.169994,4,0,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.7408,NA,NA,1120.2048,NA,NA,NA,NA,NA,NA,NA
103,453.3431945,453.341971,453.3445316,585.6522518,585.250534,586.0431593,37,10,10,4,10,3,144270.2976,257221.536,237722.6617,134928.2378,86769.40455,70279.51818,78476.112,113967.132,598164.7622,392023.541,159671.2719,2087763.062,805786.9047,185764.2561,395838.632,537009.5998,105064.3078,664190.161,595769.1168,806098.2174,285309.0875,129559.1433,251812.0949,47382.93629,66820.30748,261805.4944,132587.624,143160.8973,70720.60664,178434.0125,20897.13409,28322.98557,NA,NA,16693.9344
104,620.3496748,620.3474301,620.3579317,665.6721984,661.7377645,666.6642912,69,10,10,4,10,2,711012.9312,1400161.336,1061926.74,784527.0576,484735.68,1139817.323,803802.8874,985891.4208,756598.6818,1324604.657,850301.6351,522381.8923,618156.0585,661955.3998,486818.2176,453804.4368,470553.9696,743695.3539,685834.4064,771742.4682,1197504.138,893436.7728,1199829.597,765592.0598,1044520.119,1132264.577,1220734.944,856248.5696,1099924.79,1163999.179,7830.161565,NA,NA,NA,4424.641833
105,371.2518105,371.2267878,371.2540051,593.1021224,590.3452972,597.8436885,68,10,10,4,10,0,1198162.282,1564012.714,953419.0829,731372.3722,1059445.895,1197126.902,680681.6016,1132622.244,1339593.341,1264605.441,732694.3305,548783.298,585480.3003,206086.52,139729.8303,2012133.552,1464893.442,404861.2,1198253.739,762759.2177,620422.2864,531051.3171,1232848.966,634075.0416,399595.8605,791572.9507,1773838.182,500443.5626,670861.5522,1028224.479,NA,NA,NA,NA,NA
106,428.2614391,428.2324273,428.2636791,689.4713382,679.8837708,695.5847648,37,10,10,4,10,0,842067.2864,636450.661,714361.7818,379043.7251,498640.4364,544537.5727,360060.1286,2110532.189,1097176.637,770580.096,506201.4182,475694.9463,460738.6805,523578.2543,452085.0773,550288.769,284889.655,483850.6727,426187.0728,584816.3503,295739.6773,302326.938,704627.7727,205833.0202,342839.7355,260156.0254,705102.3765,389354.3999,285498.7942,512701.2303,NA,NA,NA,NA,NA
107,152.0565157,152.0562563,152.0573534,135.42137,126.2404316,135.9736211,36,10,10,4,10,0,1942077.049,1528999.736,1760862.977,594141.6922,1540160.201,1304526.076,1147334.468,1176757.542,1776176.487,1414726.893,1821661.866,2690959.715,1836659.847,1656019.178,1486373.656,2185199.849,1327168.998,1521838.231,2693955.217,3235818.396,1166505.832,1068305.281,1841554.555,1532329.385,1290419.817,1111736.969,1240698.294,994025.6548,1125478.121,777563.0254,NA,NA,NA,NA,NA
108,263.1486413,263.1468457,263.1498163,489.0292331,488.6350311,495.2312155,36,10,10,4,10,1,970363.9035,1987707.827,882306.5669,431505.2602,499666.0298,766065.711,151267.6818,977609.0314,472855.8136,152482.1482,303039.4778,365257.8407,409526.9913,445673.2741,334620.5056,397981.8255,199252.951,339776.25,480258.9318,376112.1727,109444.194,224612.4438,642230.0742,81924.37133,427530.5023,186967.6739,359733.1282,346547.064,144232.6157,572145.288,NA,2623.590667,NA,NA,NA
109,245.185435,245.1849413,245.1860153,449.6000683,448.8653666,450.3393121,24,7,9,3,5,0,NA,61036.17,35579.98316,10983.52662,32627.61809,27489.6336,NA,NA,36776.48769,42333.0336,70853.64,53916.0336,51711.886,78422.87423,52015.59892,107782.6899,NA,69477.22354,115741.4544,128680.0944,35788.2096,29172,32258.7408,NA,NA,NA,32023.3056,NA,26461.49969,NA,NA,NA,NA,NA,NA
110,99.04394748,99.04367331,99.04426742,670.061444,669.5725207,670.4467842,28,9,7,2,10,0,368812.6039,713475.1441,452394.9523,313729.395,NA,413881.5833,458414.6048,640814.1176,650002.616,803744.1898,228530.8318,NA,260002.1424,173230.2,150103.935,276548.724,NA,NA,357496.3596,351220.5519,659498.6141,696906.3142,739388.1193,545373.6705,745138.2264,530448.185,1201758.049,426968.4663,878516.6345,987157.4129,NA,NA,NA,NA,NA
