PC,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,Forbs,Grasses,Mix,CTL,Tap,Forbs_1,Forbs_2,Forbs_3,Forbs_4,Forbs_5,Forbs_6,Forbs_7,Forbs_8,Forbs_9,Forbs_10,Grasses_1,Grasses_2,Grasses_3,Grasses_4,Grasses_5,Grasses_6,Grasses_7,Grasses_8,Grasses_9,Grasses_10,CTL_1,CTL_2,CTL_3,CTL_4,CTL_5,CTL_6,CTL_7,CTL_8,CTL_9,CTL_10,Tap_1,Tap_2,Tap_3,Tap_4,Tap_5
1,251.1326235,251.1316446,251.1333499,1141.987892,1135.912926,1144.555317,34,10,10,4,10,0,17856443.73,14401891.44,10722325.17,11209321.15,7252551.354,9226558.009,6302099.918,21993155.18,11995087.48,8919929.304,4576197.809,4867302.214,4010671.784,4637963.503,4315835.113,6310455.691,2455993.313,8056251.407,6282582.026,6424439.736,8559057.268,4779198.728,13943404.26,6963110.038,6991947.706,5176543.614,7007080.258,3670723.742,4460085.361,6338886.267,NA,NA,NA,NA,NA
2,186.1136084,186.1131021,186.1140596,553.6860768,553.195465,554.0270948,39,10,10,4,10,5,1259930.147,1459677.261,1259591.744,1127699.527,1066555.137,1279028.837,1374598.111,854562.6662,954492.5773,820964.48,1775487.409,1097577.403,2871437.712,1318237.124,1696788.366,1911525.498,1319356.747,1264262.123,1662784.657,2617722.69,1408115.28,1646477.977,1012254.54,1598817.488,4779765.619,3127929.164,1273882.71,2490786.355,1237491.873,1566124.816,2118687.542,2333923.061,5528744.021,2305664.768,3616755.542
3,99.92577611,99.92530171,99.9260805,1279.156128,1274.618915,1283.235014,18,4,1,1,6,1,NA,NA,NA,22535.71247,21968.11825,NA,NA,33702.15793,15240.01818,NA,NA,62355.90443,NA,NA,NA,NA,NA,NA,NA,NA,29788.94311,33496.76324,NA,58468.29395,27984.01347,NA,NA,23549.16311,NA,16845.337,NA,NA,38605.8816,NA,NA
4,116.928031,116.927457,116.9284352,1201.330733,1197.273648,1205.59752,33,7,8,4,8,0,41625.241,43209.1112,90803.16364,29658.52233,NA,NA,86301.33247,66600.6109,NA,164446.3392,128443.2864,72382.78118,NA,119225.9652,94791.0697,67789.02094,148495.0437,84161.22273,99256.02008,NA,NA,209204.6978,98826.11509,100763.342,123930.8928,49978.93689,67380.515,115236.612,13836.867,NA,NA,NA,NA,NA,NA
5,251.1325984,251.1317845,251.1331869,1164.555029,1159.147804,1168.179925,34,10,10,4,10,0,15448264.7,8470292.433,7657356.221,7920043.182,5285282.43,6082078.517,3475830.758,15466199.57,6621324.196,3386890.089,3724959.278,4024536.859,3009592.607,3472146.493,3445877.408,4966682.807,1955449.786,6833853.041,3558328.903,5304442.754,3529969.872,2083883.531,8309009.28,2674537.021,3006274.246,2398050.283,2867643.78,2487875.314,1967694.365,2288424.352,NA,NA,NA,NA,NA
6,116.9279873,116.92751,116.9283301,1214.996149,1206.607416,1224.310557,76,9,10,4,8,3,167813.9593,103560.3563,93235.638,77741.13859,122983.3865,NA,63732.227,67703.16176,76381.84514,89151.91118,102985.8104,92069.50455,130492.7534,62280.35071,110418.9519,84651.6528,8795.892,128679.5543,50811.31567,48465.67662,NA,144448.9559,75411.65671,100272.3722,121899.1488,85542.64733,154883.7774,135787.9594,116843.9043,NA,109679.7735,97884.7584,112505.7648,NA,NA
7,283.0614476,283.0606687,283.062205,944.9085349,944.5958799,945.3977667,39,10,10,4,10,5,1230255.668,1020378.968,1258132.422,1336161.936,1088864.818,1266812.847,1420379.482,1209045.726,1281599.824,1288556.84,1617197.667,1374099.772,1462919.573,1548904.7,1670852.011,1200055.49,1316966.317,1492261.596,1191663.408,668500.9875,1345537.288,1758532.875,1034131.325,1493143.642,1013136.037,1518188.551,1362455.075,1487968.746,1310825.509,1164088.594,2422105.638,2399083.315,2219339.866,2416077.206,2423585.677
8,447.1347352,447.1332667,447.1358524,1017.200915,1016.685419,1018.215356,39,10,10,4,10,5,573015.8412,972296.0678,883396.417,1207719.127,1207984.397,1179249.952,913766.6788,1507168.143,1516542.098,1396620.41,1434683.182,1108399.242,1086836.798,1115540.604,1671877.8,1617435.145,1356488.188,1418702.776,1483529.743,1378081.161,1498833.841,1377929.47,1832420.416,1282049.09,1310737.221,1786865.736,1623488.996,1488611.728,1111103.9,1450424.041,2908018.055,1981459.972,2011603.3,1644933.266,1462962.228
9,279.0874397,279.0865957,279.0883972,806.0098914,805.5158897,806.4902345,34,9,10,4,10,1,864983.844,1843497.573,849168.1176,739688.7777,521019.7659,NA,288314.9061,951909.5914,547527.1183,372508.9363,279983.867,130546.1537,77408.67105,257571.6818,248256.3545,175979.3865,119799.6144,514832.6716,71319.7753,394896.9827,190094.5775,35811.23981,366654.7682,58476.22524,149793.9922,315830.2273,304054.9727,19482.0912,118365.0036,30294.10971,NA,NA,NA,NA,2198.049846
10,295.1585432,295.1578103,295.1595569,1419.075144,1413.086143,1423.981196,36,10,10,4,10,0,2001118.745,1587706.349,1419730.429,1590819.426,1179684.742,1278805.922,889818.2436,2736240.793,1712622.912,1124652.122,680795.3766,863368.5934,657319.8634,772783.578,413121.2437,1147475.531,357282.5896,946571.716,940547.1202,985434.8106,951886.3331,565625.4676,1603927.782,740539.4064,742230.4093,634671.0182,1041851.881,821698.712,890814.0216,856794.0742,NA,NA,NA,NA,NA
11,200.1291476,200.1276723,200.1295508,648.0594634,647.720354,657.8967734,40,10,10,4,10,5,388544.0949,380541.163,326289.0437,401736.7123,365603.0737,375426.6724,407904.7492,262281.5091,295019.373,283958.1008,418217.2557,384979.397,711553.2637,424664.632,465981.5047,389562.7373,443837.7475,361857.5278,453250.1479,430005.0344,399578.492,496550.3846,303263.262,446290.1091,703726.7222,811368.5246,375182.006,599202.6303,356761.436,379012.7455,624025.3844,600959.1645,1677375.816,652030.3545,844851.2432
12,653.2699105,653.2684641,653.2710611,630.1675658,629.5760596,630.6247645,35,10,10,4,10,1,722914.1272,1055500.562,605675.5334,465325.7892,329453.7267,538345.8864,588284.3318,1026090.641,893178.0409,1012739.836,352270.6455,202609.1919,352828.8541,272873.4727,204019.6367,424502.2623,215103.9641,579069.7151,578988.2227,451417.8287,761000.6424,750311.2677,899152.0076,664663.4361,795718.7217,656906.9361,1473128.17,536597.0318,969646.5981,1258214.105,NA,2228.467368,NA,NA,NA
13,455.24952,455.2485692,455.2504375,613.607442,613.0584012,623.9393313,32,10,8,4,9,0,128677.8963,347723.8357,248678.4682,128056.0361,132967.9089,244363.1619,138341.7878,350921.8712,110827.6414,111984.3455,106486.5137,NA,43569.40371,126647.5814,75483.37248,NA,60564.04091,100825.7983,112728.3793,71506.05,53708.0544,129461.6154,294465.4202,NA,57916.82476,83598.83287,187947.6409,96709.01705,73027.4087,262594.1872,NA,NA,NA,NA,NA
14,565.2173184,565.2152013,565.2183704,593.3719045,592.9069161,593.8557836,35,10,10,4,10,1,658359.073,1260278.375,598829.9,321636.1773,282192.9182,446494.0623,476163.1232,926051.5892,764092.5224,791164.807,261431.4085,198475.9323,373374.5901,213071.9818,145093.1494,376866.7278,174599.492,427823.9931,547309.1091,356383.3633,591917.6842,584876.1916,769542.1282,517799.7224,752951.8909,570960.5136,1080798.785,539285.8176,693487.2136,1054613.999,NA,2102.239,NA,NA,NA
15,172.0976493,172.0971085,172.0982076,422.9337292,422.4828265,424.1085098,39,10,10,4,10,5,140300.16,167513.5382,144401.4055,105980.8464,104327.3088,129483.8688,132241.6029,101748.855,90785.97235,87707.016,118213.2768,108331.08,257686.2288,139680.3003,134120.5008,110894.912,120542.0664,102021.0909,142428.353,128796.096,135188.5392,162832.6128,128746.3693,179352.3091,1399039.013,407404.4832,144148.8728,269146.3632,154042.7123,195659.6928,236710.5312,337536.9802,864861.9408,248934.6288,575299.296
16,521.1910182,521.1899257,521.1918892,570.2148734,569.7114283,570.6459369,34,10,10,4,10,0,524419.7503,1137412.323,490957.2096,202522.5727,224314.0999,353547.2818,359679.4703,782906.6103,590196.6261,612217.2322,197153.8364,164724.118,349789.6963,165477.5247,111283.2057,307828.2461,125061.4964,315683.025,433113.8155,325091.0518,476717.2959,443944.7841,583033.65,399040.3271,774292.2569,456804.5005,780512.7289,468864.243,527671.8298,827589.2368,NA,NA,NA,NA,NA
17,697.296255,697.2950303,697.2974534,645.4511527,644.8276812,645.7232329,36,10,10,4,10,2,376618.9563,723794.1134,402837.6843,292369.0743,205877.5803,366697.0461,432741.0912,643705.2167,632650.0312,738525.9879,219747.1426,119655.3072,247006.2874,168747.3045,138069.8468,260782.0654,155073.5682,368292.7248,378618.5099,317105.7363,592977.5115,559627.964,633393.7248,485763.2208,590326.7428,492498.1776,1052741.199,393970.2187,766035.5541,903060.1008,NA,NA,NA,375.4608,806.7214286
18,429.1193446,429.1183402,429.1200666,870.6857006,870.3221782,870.9671328,25,10,9,4,2,0,1601385.086,220254.0912,453435.3639,532983.7929,667846.8485,317718.3984,303642.0816,663297.5378,367681.3545,155032.716,607450.9584,985092.2919,100760.901,1010574.064,896247.4905,999128.4784,386852.2097,742177.7246,NA,481576.6219,NA,74092.50142,NA,NA,82901.83355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,196.1341648,196.1333257,196.1348714,724.9192965,724.1258915,726.2136696,6,0,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.28125,NA,692.6396923,NA,NA,684.9131429,NA,NA,NA,NA,NA,NA,NA,1419.567111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,373.1171557,373.1161916,373.1179158,559.1518623,558.8498715,559.5757896,34,10,10,4,10,0,103719.0257,206183.0927,121362.356,33657.5246,44359.78233,64788.1235,60394.50909,157726.9497,109136.1678,114812.3147,34850.30648,38091.768,73890.69492,32126.952,17382.15909,51077.70982,25092.7248,44354.0785,80067.27835,86944.56162,77546.04,73274.97917,106266.8718,95163.54833,414718.5352,123437.05,140437.6167,104291.4027,116806.8378,176070.5217,NA,NA,NA,NA,NA
21,397.1711557,397.1702549,397.1720735,532.4536354,531.8116084,532.8364397,34,10,10,4,10,0,101698.2409,173614.428,114333.1233,36153.3744,61704.27486,92486.12727,55526.84629,181913.1318,69825.51896,89164.31762,49852.832,76946.85455,128303.8036,93346.14845,76629.75455,185008.5113,60453.68876,105763.8318,159008.6784,160637.2282,48030.53809,34683.90104,100884.6336,32246.88873,64646.10362,40067.9136,52677.882,27377.67705,24647.16325,41137.08211,NA,NA,NA,NA,NA
22,477.1645473,477.1634593,477.1655076,541.9278041,541.4521704,542.3122277,34,10,10,4,10,0,379844.1047,816951.201,369775.1237,111741.7692,161382.7178,240337.1267,223469.0992,581866.4849,425917.4636,437256.7056,119061.0128,115096.9248,234831.5152,106140.6455,67717.32273,205524.4693,69220.92365,174644.3061,287074.715,221164.1364,326012.4318,290405.0448,391269.8273,292841.85,686898.4836,315797.066,515098.75,335040.1727,356631.0134,567362.5007,NA,NA,NA,NA,NA
23,529.2864111,529.2846875,529.2880517,660.303626,659.3097448,660.4918239,8,2,2,2,2,0,NA,15360.82633,NA,NA,NA,NA,4064.343571,NA,NA,NA,NA,NA,9141.907905,1840.403385,NA,NA,NA,NA,NA,NA,NA,NA,5930.606333,NA,NA,NA,3398.722667,NA,NA,NA,NA,NA,NA,NA,NA
24,116.9278387,116.9275645,116.928302,1347.866769,1341.24738,1355.945167,36,4,6,2,5,1,NA,NA,NA,87553.15855,NA,NA,11281.956,NA,120994.5742,64764.16114,NA,66416.93222,85483.24904,NA,57056.3136,61278.87362,NA,63677.32033,NA,114030.1544,NA,88112.61818,71451.31578,NA,8142.134,NA,168553.93,NA,NA,67222.818,NA,NA,NA,126118.4496,NA
25,449.1696147,449.1686825,449.1706716,497.2701221,496.9606115,497.9097307,34,10,10,4,10,0,346197.5147,263952.6058,240530.18,196141.45,218673.1628,189994.8052,119832.2929,772454.9136,365022.2653,265693.36,143218.4395,173447.6544,125182.2937,119577.744,85619.01043,168068.0512,66003.32504,110203.2318,145199.3073,123900.9267,92041.29426,106927.988,176472.3616,88201.37809,136077.0818,84632.21714,158127.803,141401.2045,134838.4193,170210.04,NA,NA,NA,NA,NA
26,860.8473349,860.8470811,860.8477155,33.24692605,33.1925937,33.29387805,28,8,6,4,8,2,233745.9409,237441.3227,242847.8091,NA,244151.9,250209.0591,NA,246864.843,257581.2909,256077.7451,NA,238330.8401,238631.5072,241433.9,243094.9,244049.6318,247738.6996,NA,NA,NA,225624.2,238198.3544,242864.2818,NA,239380.4291,244681.0864,244616.0179,246256.6443,248762.1746,NA,NA,NA,239900.0752,NA,251462.3591
27,327.1921252,327.1916831,327.192703,675.7126135,675.3376948,676.0426858,12,4,3,2,3,0,NA,NA,5603.768421,NA,NA,11226.072,NA,8243.511333,NA,8703.132526,NA,13244.18514,NA,NA,NA,9107.058444,NA,NA,NA,8973.744571,NA,9304.58019,NA,NA,NA,14602.23505,NA,NA,8745.4224,NA,NA,NA,NA,NA,NA
28,242.1396185,242.1387945,242.1414983,618.9241325,618.4402687,623.151322,32,6,7,4,8,5,12045.44857,NA,11550.97064,15495.11044,NA,13434.91588,14714.63486,10290.22324,NA,NA,17202.25867,NA,24983.51318,17818.68636,18048.2016,NA,17710.92283,15772.0992,NA,16024.6944,NA,19357.51364,NA,15893.97792,21207.66484,33351.39409,14242.1136,22287.4759,14833.46417,13794.61367,28276.64076,30109.6224,98661.0768,30670.4112,44647.5744
29,505.1960142,505.1932236,505.1970642,641.0267639,640.6138628,647.2122679,36,10,10,4,10,1,394303.9271,702307.1773,391516.9182,235760.1004,194845.0201,295263.502,305767.677,620623.0409,514202.306,511622.6544,186007.2476,160317.4174,289054.8632,150571.0587,106804.4471,216910.4123,131609.4293,261065.5372,315822.3676,295666.681,359370.8976,335979.072,441776.6496,353610.601,548158.6217,361092.3957,613903.1645,398396.856,446422.5892,582802.7573,1325.6315,NA,NA,NA,NA
30,289.1478129,289.1473991,289.1482728,1345.475156,1344.017172,1346.49832,14,3,5,3,3,0,NA,NA,NA,NA,97843.09532,445786.4062,185666.3967,NA,NA,NA,241534.7116,127804.5679,319416.352,NA,601126.947,NA,NA,NA,2028009.283,NA,96858.50041,NA,220869.0486,NA,NA,NA,200532.3727,NA,NA,NA,NA,NA,NA,NA,NA
31,581.2483806,581.2470285,581.2493147,582.475372,581.9535634,583.0148379,35,10,10,4,10,1,214328.8597,181926.5005,176622.9786,201043.3156,167144.227,172314.3506,119244.9898,628792.0701,332155.1347,212546.9797,109952.437,109672.6727,91312.18364,95890.85095,72018.76364,102353.604,65671.81904,93269.86513,88773.17826,121403.631,93953.46757,98797.24091,194458.1251,89789.02629,105204.4455,91309.2581,152205.3453,135845.2703,125108.9909,139131.4782,NA,NA,NA,396.7181818,NA
32,328.1953705,328.1940923,328.1972565,690.7269408,690.553441,691.9030524,3,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,705.6648889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,337.1325963,337.1315701,337.1336885,1029.609104,1025.469403,1030.281268,34,10,10,4,9,0,937441.9064,830167.0221,432422.9425,161838.5833,375872.2013,347014.3543,87187.34752,662781.1935,410664.3154,165610.1884,359462.1249,411159.6289,481640.1579,371932.4354,235425.78,630761.2736,119905.9065,395216.8639,378345.5251,327361.9233,38950.83215,38126.45293,118054.7156,NA,148932.3596,63666.48857,66959.04786,32010.96378,41518.5437,35143.5357,NA,NA,NA,NA,NA
34,441.2243184,441.2234412,441.2254288,846.4150622,845.9007248,847.1001872,31,10,7,4,10,0,186713.3764,550971.928,409403.28,260796.3072,127924.3807,429994.5936,601605.3097,404578.7087,593485.464,1196104.023,239722.4033,NA,NA,50214.99571,180054.3888,61769.39743,NA,196954.0825,48662.61008,126846.3499,726794.64,247737.5472,314030.3549,543814.8144,381431.2826,501958.1193,346791.5101,320600.9664,754640.5571,121646.5536,NA,NA,NA,NA,NA
35,469.2556684,469.2547433,469.2570869,868.0680312,867.6697251,868.4305852,29,8,10,3,8,0,416492.6935,521665.0601,500525.9834,320847.384,299612.9136,681787.2112,NA,671502.2154,837554.8922,NA,329987.9397,51660.02817,20582.3904,93131.41015,235543.6512,94282.07483,85419.19262,309091.3472,58028.29217,162334.829,887073.1584,124939.3121,455606.1157,NA,332709.9682,550473.5289,305997.8118,287119.7452,NA,173560.5866,NA,NA,NA,NA,NA
36,625.2745463,625.2706524,625.2754176,601.6700109,601.0576958,608.3292189,35,10,10,4,10,0,168029.4993,150215.4233,141313.583,170619.7045,127612.3447,129708.7576,93708.8459,514281.2909,271369.8974,174241.3795,87467.33017,82223.61818,73123.49739,76757.85733,55925.1264,69192.69105,53367.49181,73314.66696,63854.31842,101363.8356,75216.37029,79710.84091,160811.2957,73344.50947,85430.40524,78589.24629,118399.3415,115040.1715,96632.30167,109989.8021,NA,NA,NA,NA,NA
37,187.0974659,187.0969295,187.0978038,681.1443456,680.7279749,681.527666,39,10,10,4,10,5,49430.85513,57605.4336,63241.62675,53554.75352,44691.19545,51494.29192,55663.58675,30132.31883,39236.9495,27925.48925,66501.4195,42875.64425,114559.5096,78513.02475,82812.7872,65239.55,65383.032,65319.1968,71838.9955,70177.86717,68774.8315,71387.6592,55403.4624,86136.336,433165.2967,181111.6988,62977.26033,101908.8323,71948.32333,94151.4288,205068.8503,325624.0678,565115.8853,192413.8475,297992.0082
38,285.0769212,285.0762989,285.077329,821.4614456,815.5327087,821.9943738,27,8,8,4,0,0,525093.1077,NA,152638.9051,98060.50114,224206.8591,110663.8282,116592.9924,238118.0192,138129.3091,NA,337336.0591,759142.7071,NA,550284.6349,506802.8832,484258.0293,243817.86,278157.5599,NA,162147.8907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,265.1088618,265.1080767,265.1100467,818.1651499,817.9276774,818.4287523,17,8,3,3,3,0,210039.0606,169538.6818,191859.2273,174343.5074,153382.1195,NA,70120.72565,226051.4019,118433.4355,NA,73355.75863,NA,NA,64090.57727,NA,NA,NA,91184.33676,NA,NA,NA,NA,84932.20059,39256.18581,25623.41147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,405.1431764,405.1424313,405.1440907,450.7238284,450.3067246,451.1787677,34,10,10,4,10,0,281347.7769,206324.154,195645.5824,103799.4591,162272.3321,123053.2294,75117.2447,552571.5944,279542.5011,216223.1397,90734.6735,154407.1091,109872.6566,78237.09078,54148.59333,135715.3682,39029.9953,65432.4528,126768.1164,81424.52767,66027.4753,67598.31333,116321.8654,62885.6633,105214.6331,57149.43809,106858.6755,125049.8837,96721.525,119579.6849,NA,NA,NA,NA,NA
41,445.1749035,445.1491803,445.186129,744.8077376,732.2018662,755.3092142,43,10,10,4,10,0,227626.9544,421786.0301,245488.9849,143371.6017,102839.2364,186583.0526,188126.0955,324135.9136,353289.8955,495834.8283,119923.7936,113788.2343,220906.3824,80701.26364,68855.31364,151397.9963,109555.323,172188.3072,241581.7981,211672.415,265280.2725,264589.146,308453.8773,271585.8545,486077.7076,255600.0485,522012.3727,276069.8682,425344.508,447893.7392,NA,NA,NA,NA,NA
42,605.284892,605.2836407,605.2861528,884.2631571,883.9341016,884.5975555,29,8,7,4,10,0,26272.02209,43205.62181,40176.3648,23948.40838,NA,21767.19914,NA,41050.8384,61582.12365,108164.0455,14342.71741,NA,26015.9328,11896.36326,NA,23894.79478,NA,26385.85667,41309.21661,34920.31026,40784.41364,71310.43636,44561.97322,36099.15026,91322.59704,43600.97724,125168.7656,30965.98182,106476.9044,140923.4009,NA,NA,NA,NA,NA
43,165.0191435,165.0178182,165.0195824,696.9099525,696.5297388,705.3024913,36,9,10,4,10,2,193732.3136,522385.7351,313932.9847,166077.8261,114464.9723,NA,134582.8682,258571.3732,126279.3877,205570.6224,99956.26565,59090.69373,56122.58182,89229.33548,71158.07017,80706.126,62041.084,110116.4064,60474.5856,126183.9758,106010.3616,39746.94819,74755.57992,151734.1189,403558.7731,228329.5872,220034.4432,35979.18182,214487.8702,20851.9333,NA,NA,836.7216,5924.429333,NA
44,244.1188588,244.1177437,244.1249009,621.3715108,616.1947746,621.7101096,10,2,4,2,0,2,1930.1568,NA,531.2736,NA,NA,NA,NA,NA,NA,NA,NA,2587.273538,NA,NA,NA,2133.904545,1743.973,NA,NA,1242.007714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418.194222,NA,5242.7232,NA,NA
45,381.1589378,381.1579566,381.1599256,1384.429645,1381.98408,1391.938271,26,9,8,3,0,0,2197463.235,772034.7845,758724.9938,650533.3061,669733.5846,773301.5997,NA,1427046.818,1146998.552,450309.288,956672.7456,1383090.458,857971.0774,NA,680621.1032,1317438.106,NA,951969.5479,929867.6269,981541.2695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,681.3011567,681.2996793,681.3022871,702.8206745,702.5321073,703.1412034,34,10,10,4,10,0,169750.4594,304166.0207,178190.3346,144439.5363,98098.52273,169669.3007,192769.9488,317688.2876,308255.3102,355543.2408,105310.0568,65100.21818,114672.293,81768.04826,61360.728,120550.3037,80676.68,171293.8656,163849.4136,160824.6793,264791.1552,223774.7862,281699.2464,229850.8273,266852.6245,205664.0591,462117.6653,176337.696,338524.9231,376127.5038,NA,NA,NA,NA,NA
47,174.955959,174.9556796,174.9561024,43.92970597,43.69695505,44.18562704,39,10,10,4,10,5,565193.0542,440279.6112,406342.6224,232640.6106,464997.3939,350673.9,328699.1136,466048.4461,473630.9093,504316.1206,268886.5688,353416.2219,268513.6615,297342.2683,253918.5792,389942.1076,274884.736,281268.1872,373385.6805,316410.6267,344014.3494,336528.7653,326580.8832,254672.9388,110909.4077,215602.3584,304777.9584,264222.816,309846.9217,252359.9015,56050.83217,74952.28182,42187.05548,56256.6576,78313.48036
48,529.2769134,529.2753289,529.2781896,814.6017651,813.711319,816.4394707,37,10,10,4,10,0,525342.7774,734789.6014,586542.1238,140570.7798,609071.8751,472442.4676,38501.064,792328.4005,695376.8568,324336.3318,317495.8889,429825.7392,595603.6708,294927.101,483425.6687,887381.0136,153691.0309,623856.8583,658412.0179,459937.0114,133278.288,213799.8431,301451.0928,171856.0509,256158.3024,161537.7305,327041.9009,85569.3696,161145.2026,362286.75,NA,NA,NA,NA,NA
49,367.1971285,367.1963726,367.1980085,567.0489921,566.533653,567.6619388,36,10,10,4,10,2,198328.2045,438423.0878,234935.6359,153234.0157,168800.491,237400.8496,98373.75455,369202.6842,119022.5754,70869.4272,104840.5722,82696.0992,67532.33552,145784.6037,93228.82643,85505.90714,70600.47709,118511.2216,148235.6351,85099.56962,41347.90309,107721.605,258643.7165,26505.507,62535.8448,77392.9728,168554.0609,94579.70727,65444.36467,254664.2455,780.4368,NA,NA,354.234,NA
50,265.1478519,265.1471873,265.1483525,1454.475611,1453.162011,1457.367598,39,10,10,4,10,5,197272.6961,232760.5174,474051.1776,354307.2091,360857.64,675000.8909,240714.0257,493943.736,772087.4304,635502.0758,831908.46,303334.5964,161088.7181,303819.5678,449677.8637,945060.5257,521443.118,298633.3914,448047.4092,277054.2997,591365.4155,263162.1136,826642.2216,435037.857,641378.3852,205420.7778,445244.9565,367773.21,151750.3043,529639.6845,1005358.685,1222993.61,173625.4003,200693.1322,177493.5009
51,425.1849471,425.1839843,425.1861329,1425.104774,1420.74937,1428.364943,32,10,10,4,7,0,656654.0457,304718.5489,253672.4243,196680.3193,198237.1018,225128.3793,39209.5245,509840.2737,309602.4557,132947.3786,237062.2257,347553.8871,232457.5467,200628.3701,184400.1121,388292.7364,72025.57714,266173.0569,246656.65,257950.9336,29601.6864,NA,65448.27171,NA,47391.81496,23610.39714,NA,19647.21569,25205.09336,12295.30857,NA,NA,NA,NA,NA
52,669.3007817,669.2990155,669.3020113,618.3430658,618.0202539,618.7674113,34,10,10,4,10,0,115084.8079,106116.5544,98225.29643,133700.3348,94134.88473,96065.7984,67734.65663,404293.5773,195326.7364,125367.0278,60668.34339,60479.92533,49098.01133,57039.1536,38633.92243,49388.36558,45311.49164,52294.67838,43676.06364,78785.55124,53441.656,54162.4512,117662.1129,49193.60924,55304.21045,58667.61818,82498.79373,87819.3888,63665.71818,75261.396,NA,NA,NA,NA,NA
53,297.0647879,297.0639072,297.0653574,616.68812,616.4395831,617.2144315,23,8,9,4,2,0,403192.5095,217088.3857,153456.2487,NA,218598.3509,78256.464,46755.09091,177719.4743,197705.923,NA,143485.1311,190522.1929,NA,115530.7864,94038.09464,312174.6545,71170.23436,128853.6098,350293.1463,89357.87705,NA,43047.01165,NA,NA,58471.31818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,489.2012563,489.2000194,489.2021167,760.9579097,760.6836085,761.2603846,34,10,10,4,10,0,184497.1951,318857.5104,203206.1909,124068.4216,85923.80455,165611.3091,157327.872,278910.4797,307685.6123,432335.419,96014.72273,88609.12035,154499.3087,65476.59942,51768.96955,126597.1077,82675.5072,133571.285,200781.9545,169750.9761,217415.8272,229530.179,253690.947,228366.9091,372079.7048,211931.1712,448069.824,198545.0955,359008.137,390747.4924,NA,NA,NA,NA,NA
55,433.138302,433.1372888,433.1393369,505.2023261,504.9827558,505.7655554,35,10,10,4,10,1,188903.42,378144.196,186347.0409,45704.88713,71969.26745,106227.0977,92645.45371,273912.1899,199045.4939,189431.937,47704.5855,51165.576,97684.64545,43094.29578,26534.13182,87706.44448,28060.6261,67495.7712,120417.3015,99840.51364,128715.8318,112420.1701,178622.7045,129284.657,415932.2734,157258.95,229047.0955,148027.8134,159213.0017,279905.2682,NA,960.3357778,NA,NA,NA
56,427.2182968,427.2171138,427.2192105,555.649957,554.9796085,556.4145276,35,10,10,4,10,1,96706.57727,205735.1403,166908.6767,84387.79257,90742.76364,167934.099,78678.508,375822.8804,133456.5455,137345.515,89779.79545,95732.29695,151691.104,145182.6163,181552.8,227013.864,139129.4233,210071.0094,203929.9584,210499.227,79171.98475,124290.1465,246221.3208,47525.87727,114566.0114,65356.91818,172931.6218,89975.39557,74845.20909,207544.7266,NA,1553.903059,NA,NA,NA
